,product,Chemical,Amount
410,Nespresso Medium Roast Black Capsule Coffee,DEHP,0.35959974433474046
411,Nespresso Medium Roast Black Capsule Coffee,DEHP,0.7078623932322579
412,Farmer's Market Blueberries,DEHP,-0.6959642618173691
413,Farmer's Market Blueberries,DEHP,-0.6959642618173691
414,Farmer's Market Blueberries,DEHP,-0.6959642618173691
415,Unfiltered Tap Water - Y Combinator (0sec after start),DEHP,0.35715063991211377
416,Unfiltered Tap Water - Y Combinator (30sec after start),DEHP,0.35715063991211377
417,Unfiltered Tap Water - PlasticList Office (30sec after start),DEHP,0.35715063991211377
418,Unfiltered Tap Water - Hayes Valley (30sec after start),DEHP,0.35715063991211377
419,Unfiltered Tap Water - Fort Mason (0sec after start),DEHP,0.35715063991211377
420,Unfiltered Tap Water - Fort Mason (30sec after start),DEHP,0.35715063991211377
421,SF Bay Water,DEHP,0.35715063991211377
422,Enfamil Neuro Pro 587g Infant Formula (Can),DEHP,-0.7243738731198389
423,Enfamil Neuro Pro 587g Infant Formula (Can),DEHP,-0.7243738731198389
424,Enfamil Neuro Pro 587g Infant Formula (Tub),DEHP,-0.9398950623109888
425,Chicken Tikka Masala from Indian Restaurant after 45 Min in Takeout Container,DEHP,-0.08858636500594645
426,Chicken Tikka Masala from Indian Restaurant,DEHP,0.1465276595662172
427,Fairlife Core Power Elite 42g High Protein Shake Elite Chocolate,DEHP,0.8224804802111876
428,Gus's Whole Roasted Lemon Chicken,DEHP,-0.9653657483063066
429,Gus's Whole Roasted Lemon Chicken,DEHP,-0.9653657483063066
430,Gus's Whole Roasted Lemon Chicken,DEHP,-0.9653657483063066
434,Boudin Sourdough Bread,DEHP,-1.0682281340566282
435,Tartine Sourdough Bread,DEHP,-1.0682281340566282
436,Gerber Baby Food Organic Carrot in Glass,DEHP,-0.8282159006392111
437,Gerber Baby Food Banana in Glass,DEHP,-0.8282159006392111
438,Knox Original Unflavored Gelatine,DEHP,-1.367018873617086
439,Knox Original Unflavored Gelatine,DEHP,-1.3645697691944594
440,Knox Original Unflavored Gelatine,DEHP,-1.36554941096351
441,Knox Original Unflavored Gelatine,DEHP,-1.3699577989242382
442,Knox Original Unflavored Gelatine,DEHP,-1.3689781571551876
443,Cheerios 100% Whole Grain Oats Cereal,DEHP,-0.9232411522371273
444,Cheerios 100% Whole Grain Oats Cereal,DEHP,-0.9996532102230805
445,Cheerios 100% Whole Grain Oats Cereal,DEHP,-0.9805501957265922
446,Cheerios 100% Whole Grain Oats Cereal,DEHP,-0.9805501957265922
447,Haribo Goldbears,DEHP,-1.102515595973402
448,Haribo Goldbears,DEHP,-1.1319048490449226
449,Haribo Goldbears,DEHP,-1.220072608259484
450,Ricola Honey Lemon Echinacea Herbal Cold Tablets,DEHP,-1.2739529055572714
451,Ricola Honey Lemon Echinacea Herbal Cold Tablets,DEHP,-1.2739529055572714
452,Ricola Honey Lemon Echinacea Herbal Cold Tablets,DEHP,-1.2739529055572714
453,Happy Baby Baby Food Organic Carrot in Glass,DEHP,-0.7175163807364842
454,Straus Organic Plain Nonfat Greek Yogurt,DEHP,-0.5490179964597669
455,Impossible Impossible Meat Patty,DEHP,0.2234295384366957
456,Impossible Impossible Meat Patty,DEHP,0.33412905833942275
457,M&M's Peanut Chocolate Candies Sharing Size,DEHP,-0.5450994293835641
458,M&M's Peanut Chocolate Candies Sharing Size,DEHP,-0.791969155184336
459,M&M's Peanut Chocolate Candies Sharing Size,DEHP,-0.791969155184336
460,Stanford University Dining Hall Water,DEHP,0.35715063991211377
461,LaCroix Sparkling Water Pamplemousse,DEHP,0.4306237725909149
462,LaCroix Sparkling Water Pure,DEHP,0.4306237725909149
463,Raw Cow Milk from Farm in Glass,DEHP,-0.20614337729202825
464,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,DEHP,-0.9653657483063066
465,Whole Foods Boneless Beef Ribeye Steak Pasture Raised,DEHP,-0.9237309731216526
472,Fairlife Core Power Elite 42g High Protein Shake Elite Chocolate,DEHP,0.8224804802111876
473,Fairlife Core Power Elite 42g High Protein Shake Elite Chocolate,DEHP,0.8224804802111876
474,Whole Foods Organic Boneless Skinless Chicken Breast,DEHP,-0.8331141094844646
475,Spam Canned Meat,DEHP,-1.1074138048186555
476,Spam Canned Meat,DEHP,-1.1074138048186555
477,Spam Canned Meat,DEHP,-1.1074138048186555
480,Cracker from 1952 Korean War Rations,DEHP,0.08383058634697355
481,Cocoa Powder from 1952 Korean War Rations,DEHP,2.250308358602556
482,Cocoa Powder from 1952 Korean War Rations,DEHP,-0.7351499325793964
483,Cane Sugar from 1952 Korean War Rations,DEHP,-0.8331141094844646
484,Cocoa Powder from 1920s,DEHP,-0.8674015714012384
485,Ghirardelli Instant Ground Chocolate and Cocoa Powder from 1940s,DEHP,-1.3327314117003122
486,Peanut Butter from 1962 Army Rations,DEHP,-0.40990886525457004
487,Cracker from 1952 Korean War Rations,DEHP,2.9992444910418024
489,Kelloggs Froot Loops,DEHP,-1.0569622537125454
490,Kelloggs Froot Loops,DEHP,-1.0760652682090337
491,Kelloggs Froot Loops,DEHP,-1.0760652682090337
492,Cheerios 100% Whole Grain Oats Cereal,DEHP,-0.9805501957265922
493,M&M's Peanut Chocolate Candies Sharing Size,DEHP,-0.3119446883495019
494,Athletic Greens AG1 Dietary Supplement,DEHP,1.945149947543269
495,Athletic Greens AG1 Dietary Supplement,DEHP,1.7805701303427544
496,Sunwarrior Active Creatine Monohydrate Unflavored,DEHP,-1.3572224559265793
498,Angry Orchard Crisp Hard Apple Cider,DEHP,0.4306237725909149
499,Angry Orchard Crisp Hard Apple Cider,DEHP,0.4306237725909149
500,Angry Orchard Crisp Hard Apple Cider,DEHP,0.4306237725909149
501,Ito En Oi Ocha Unsweetened Green Tea,DEHP,0.4306237725909149
502,Ito En Oi Ocha Unsweetened Green Tea,DEHP,0.4306237725909149
506,Mountain Valley Spring Water,DEHP,0.35715063991211377
507,Celsius Sparkling Drink Wildberry,DEHP,0.4306237725909149
508,Kate Farms Pediatric Standard Formula,DEHP,-0.254635644860037
509,Straus Organic Whole Milk in Glass,DEHP,-0.20614337729202825
510,Straus Organic Plain Nonfat Greek Yogurt,DEHP,-0.5490179964597669
511,Philz Medium Roast Black Coffee from Palo Alto,DEHP,0.47568729396724624
512,Ben & Jerry's Phish Food Ice Cream,DEHP,-0.47113647582023765
513,In-n-Out Cheeseburger Animal Style,DEHP,2.992876819542973
514,In-n-Out Cheeseburger Animal Style,DEHP,0.7494971684169118
515,In-n-Out Cheeseburger Animal Style,DEHP,1.198173098642124
516,Unfiltered Tap Water - PlasticList Office (30sec after start),DEHP,0.35715063991211377
517,Tap Water with Aquatabs Purification Tablets (after 30min),DEHP,0.35715063991211377
518,Tap Water with Aquatabs Purification Tablets (after 30min),DEHP,0.35715063991211377
519,Tap Water with Aquatabs Purification Tablets (after 30min),DEHP,0.35715063991211377
520,Cold Tablets from 1920s,DEHP,-1.0799838352852364
521,Breast Milk from Milk Bank Mature Grade,DEHP,-0.6371857556743282
522,Salt & Straw Double Fold Vanilla Ice Cream,DEHP,-0.33104770284599017
523,Salt & Straw Double Fold Vanilla Ice Cream,DEHP,-0.5411808623073614
524,Salt & Straw Double Fold Vanilla Ice Cream,DEHP,-0.4010920893331139
525,Tap Water with Purification Tablets from 1973 (after 30min),DEHP,0.35715063991211377
526,Berkey Filtered Tap Water from SF Haight-Ashbury,DEHP,0.35715063991211377
527,Unfiltered Tap Water from SF Haight-Ashbury,DEHP,0.35715063991211377
528,Distilled Water from Infinity Enteral Pump Delivery Set by Moog (First Run),DEHP,0.35715063991211377
529,Distilled Water from Infinity Enteral Pump Delivery Set by Moog (Second Run),DEHP,0.35715063991211377
530,Distilled Water,DEHP,0.35715063991211377
531,Thorne Basic Prenatal Dietary Supplement,DEHP,-1.3386092623146164
532,Thorne Basic Prenatal Dietary Supplement,DEHP,-1.3513446053122753
533,Thorne Basic Prenatal Dietary Supplement,DEHP,-1.3533038888503766
534,Thorne Prenatal DHA Dietary Supplement,DEHP,0.3414763716073028
535,Thorne Prenatal DHA Dietary Supplement,DEHP,0.4139698625170533
536,Thorne Prenatal DHA Dietary Supplement,DEHP,-0.7655188274199676
537,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,DEHP,2.9115665527117662
538,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,DEHP,2.6676357522181466
539,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,DEHP,1.9588649323099785
540,"Kate Farms, Moog Pediatric Standard Formula via Infinity Enteral Feeding Pump",DEHP,-0.16793734829905166
541,Sour Patch Kids Original Soft & Chewy,DEHP,-1.234767234795244
542,Sour Patch Kids Original Soft & Chewy,DEHP,-1.234767234795244
543,Sour Patch Kids Original Soft & Chewy,DEHP,-1.234767234795244
544,Seventh Generation Free & Clean Fragrance-Free Handwash,DEHP,-1.3601613812337314
545,Seventh Generation Free & Clean Fragrance-Free Handwash,DEHP,-1.35820209769563
546,Seventh Generation Free & Clean Fragrance-Free Handwash,DEHP,-1.3542835306194272
547,Paper Receipt in Water - Panda Express,DEHP,-0.5245269522334999
548,Paper Receipt in Water - Macy's,DEHP,-0.5245269522334999
549,Paper Receipt in Water - Walgreens,DEHP,-0.5245269522334999
550,O Organics Organic Eggs Large Brown,DEHP,-0.8918926156275054
551,O Organics Organic Eggs Large Brown,DEHP,-0.8918926156275054
552,O Organics Organic Eggs Large Brown,DEHP,-0.8918926156275054
553,Paper Receipt - Lululemon,DEHP,-1.2788511144025247
554,Paper Receipt - Safeway,DEHP,-1.029042463294601
555,Paper Receipt - UPS,DEHP,-0.5490179964597669
556,Tampax Pearl Regular Absorbency Tampons,DEHP,-1.296484666245437
557,Tampax Pearl Regular Absorbency Tampons,DEHP,-1.3082403674740453
558,Tampax Pearl Regular Absorbency Tampons,DEHP,-1.3082403674740453
559,Essentia Ionized Alkaline Water in Phthalate & BPA Free Bottle,DEHP,0.35715063991211377
560,Essentia Ionized Alkaline Water in Phthalate & BPA Free Bottle,DEHP,0.35715063991211377
561,Essentia Ionized Alkaline Water in Phthalate & BPA Free Bottle,DEHP,0.35715063991211377
562,Smeraldina Still Artesian Water,DEHP,0.35715063991211377
563,Smeraldina Still Artesian Water,DEHP,0.35715063991211377
564,Smeraldina Still Artesian Water,DEHP,0.35715063991211377
565,Whole Foods Farm Raised Atlantic Salmon,DEHP,-0.8282159006392111
566,Whole Foods Farm Raised Atlantic Salmon,DEHP,-0.8282159006392111
567,Whole Foods Farm Raised Atlantic Salmon,DEHP,-0.7175163807364842
568,Whole Foods Wild Caught Salmon,DEHP,-0.8282159006392111
569,Whole Foods Wild Caught Salmon,DEHP,-0.8282159006392111
570,Whole Foods Wild Caught Salmon,DEHP,-0.7175163807364842
571,Whole Foods Cold Smoked Atlantic Salmon,DEHP,-1.102515595973402
572,Whole Foods Cold Smoked Atlantic Salmon,DEHP,-1.102515595973402
573,Whole Foods Cold Smoked Atlantic Salmon,DEHP,-1.102515595973402
574,Unfiltered Tap Water from age1,DEHP,0.35715063991211377
575,Breast Milk from Milk Bank - Philips Avent Plastic Bottle (24hr in Fridge) - Washed,DEHP,-0.6371857556743282
576,Breast Milk from Milk Bank - Philips Avent Glass Bottle (24hr in Fridge) - Washed,DEHP,-0.6371857556743282
577,Breast Milk from Milk Bank - Philips Avent Plastic Bottle (24hr in Fridge) - Medela Sanitized,DEHP,-0.6371857556743282
578,Breast Milk from Milk Bank - Philips Avent Glass Bottle (24hr in Fridge) - Medela Sanitized,DEHP,-0.6371857556743282
579,Colgate Pre-Brush Mouth Swish (Manual Brush),DEHP,-1.0878209694376417
580,Colgate Post-Brush First Mouth Swish (Manual Brush),DEHP,-1.0878209694376417
581,Colgate Post-Brush Second Mouth Swish (Manual Brush),DEHP,-1.0878209694376417
582,"Philips Sonicare, Colgate Pre-Brush Mouth Swish (Electric Brush)",DEHP,-1.0878209694376417
583,"Philips Sonicare, Colgate Post-Brush First Mouth Swish (Electric Brush)",DEHP,-1.0878209694376417
584,"Philips Sonicare, Colgate Post-Brush Second Mouth Swish (Electric Brush)",DEHP,-1.0878209694376417
585,Tazo Awake English Breakfast Black Tea,DEHP,0.08774915342317627
586,Tazo Awake English Breakfast Black Tea,DEHP,0.08774915342317627
587,Rishi English Breakfast Organic Black Tea,DEHP,0.08774915342317627
588,Rishi English Breakfast Organic Black Tea,DEHP,0.08774915342317627
589,Mountain Valley Spring Water,DEHP,0.35715063991211377
590,Fiji Natural Artesian Water,DEHP,0.35715063991211377
591,Fiji Natural Artesian Water,DEHP,0.35715063991211377
592,Fiji Natural Artesian Water,DEHP,0.35715063991211377
593,Liquid Death Mountain Water,DEHP,0.35715063991211377
594,Tylenol Acetaminophen Extra Strength Coated,DEHP,-1.3645697691944594
595,Tylenol Acetaminophen Extra Strength Uncoated,DEHP,-1.3689781571551876
596,Nature Made Prenatal Folic Acid + DHA Supplement,DEHP,-0.029807858862905542
597,Optimum Nutrition Gold Standard 100% Whey Protein Chocolate Peanut Butter,DEHP,-1.0554927910589693
598,Sunwarrior Active Creatine Monohydrate Unflavored,DEHP,-1.3371397996610404
599,Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange,DEHP,-1.0638197460959
600,Liquid IV Hydration Multiplier Electrolyte Drink Mix Strawberry,DEHP,-1.09957667066625
601,Coca-Cola Original,DEHP,0.4306237725909149
602,Coca-Cola Diet,DEHP,0.4306237725909149
603,Coca-Cola Zero,DEHP,0.4306237725909149
604,LaCroix Sparkling Water Pure,DEHP,0.4306237725909149
605,LaCroix Sparkling Water Pamplemousse,DEHP,0.4306237725909149
606,Celsius Sparkling Drink Wildberry,DEHP,0.4306237725909149
607,Celsius Sparkling Orange,DEHP,0.4306237725909149
608,Celsius Sparkling Drink Kiwi Guava,DEHP,0.4306237725909149
609,Guayaki Organic Yerba Mate Bluephoria,DEHP,0.4306237725909149
610,Red Bull Energy Drink Original,DEHP,0.4306237725909149
611,Whole Foods Organic Long Grain White Rice,DEHP,2.446726533297218
612,Colgate Cavity Protection Fluoride Toothpaste Regular Flavor,DEHP,-1.3591817394646806
613,Colgate 360 Extra Soft Toothbrush for Sensitive Teeth,DEHP,-1.234767234795244
614,Whole Foods Organic Creamy Peanut Butter Unsweetened Unsalted,DEHP,-0.7390684996555992
615,PB2 Foods Peanut Butter Powdered,DEHP,-1.107903625703181
616,Whole Foods Organic Pasta Spaghetti,DEHP,-0.9266698984288047
617,Enfamil Neuro Pro 587g Infant Formula (Tub),DEHP,-0.879647093514372
618,Ito En Oi Ocha Unsweetened Green Tea,DBP,0.7399033911347758
619,Whole Foods Non-Organic Broccoli,DBP,-0.8411036824067865
620,Whole Foods Organic Broccoli,DBP,-0.8411036824067865
621,Clover Organic Whole Milk in Whole Gallon Jug,DBP,0.011070343048240009
622,Clover Organic Whole Milk in Half Gallon Carton,DBP,0.011070343048240009
623,Straus Organic Whole Milk in Glass,DBP,0.011070343048240009
624,Gerber Baby Food Banana in Glass,DBP,-0.44136678757163256
625,Gerber Baby Food Organic Carrot in Glass,DBP,-0.6375910697487768
626,Gerber Baby Food Carrot Puree in Plastic,DBP,-0.7009434808516833
627,Happy Baby Baby Food Organic Carrot in Glass,DBP,-0.7009434808516833
628,Almond Breeze Original Almond Milk Unsweetened in Carton,DBP,0.011070343048240009
629,Oatly Oatmilk Full Fat Chilled in Carton,DBP,0.011070343048240009
630,Whole Foods Boneless Beef Ribeye Steak Pasture Raised,DBP,-0.7626139695359287
631,Whole Foods Boneless Beef Ribeye Steak Grass Fed,DBP,-0.8579229065933988
632,Driscoll's Non-Organic Strawberries,DBP,-0.12572601366954056
633,Good Farms Organic Strawberries,DBP,-0.5495704631721721
634,Chobani Greek Yogurt Nonfat Plain,DBP,-0.4935063825501309
635,Straus Organic Whole Milk Plain Greek Yogurt,DBP,-0.3813782213060485
636,Straus Organic Whole Milk European Style Plain Yogurt,DBP,-0.3813782213060485
637,KIND Dark Chocolate Nuts & Sea Salt Bar,DBP,-0.8702570043302479
638,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DBP,1.1884160361111056
639,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DBP,1.1884160361111056
640,Fairlife Core Power Elite 42g High Protein Shake Vanilla,DBP,1.1884160361111056
641,Fairlife Core Power 26g Protein Shake Strawberry Banana,DBP,1.1884160361111056
642,Fairlife Core Power 26g Protein Shake Vanilla,DBP,1.1884160361111056
643,Sweetgreen Chicken Pesto Parm Salad,DBP,0.8800635926898788
644,Chipotle Burrito with Red Beans Veggies Chicken and Sour Cream,DBP,0.01667675111044413
645,Costco Seasoned Rotisserie Chicken,DBP,-0.8579229065933988
646,In-n-Out Cheeseburger Animal Style,DBP,0.09012069672531813
647,Unfiltered Tap Water - Y Combinator (30sec after start),DBP,0.6558072702017139
648,Unfiltered Tap Water - Fort Mason (30sec after start),DBP,0.6558072702017139
649,Unfiltered Tap Water - Hayes Valley (30sec after start),DBP,0.6558072702017139
650,Pier 39 Farmer's Market Strawberries,DBP,-0.5495704631721721
651,Butter Chicken - SF Indian Restaurant,DBP,1.0740453116421413
653,Blue Bottle Medium Roast Black Coffee from SF Ferry Building,DBP,0.9372489549243609
654,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,DBP,1.2029926970728362
655,Boudin Sourdough Bread,DBP,-0.9756574758996853
656,Unfiltered Tap Water - PlasticList Office (30sec after start),DBP,0.6558072702017139
657,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),DBP,0.6558072702017139
658,Brita Filtered Tap Water - Brita Pitcher (after 1hr),DBP,0.6558072702017139
659,Brita Filtered Tap Water - Munchkin Cup (after 1hr),DBP,0.6558072702017139
660,Brita Filtered Tap Water - Solo Cup (after 1hr),DBP,0.6558072702017139
661,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),DBP,0.6558072702017139
662,Brita Filtered Tap Water - Hydro Flask (after 1hr),DBP,0.6558072702017139
663,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),DBP,0.6558072702017139
664,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,DBP,0.7399033911347758
665,Blue Bottle Medium Roast Black Coffee from Palo Alto,DBP,-0.005748881138372354
666,Starbucks Medium Roast Black Coffee from Palo Alto,DBP,-0.005748881138372354
667,Verve Medium Roast Black Coffee from Palo Alto,DBP,-0.005748881138372354
668,Boba Guys Black Tea Juice,DBP,0.7399033911347758
669,Boba Guys Black Tea Pearls,DBP,-0.4822935664257227
670,Boba Guys Fruity Flavored Tea,DBP,0.7399033911347758
671,SF Ocean Water,DBP,0.6558072702017139
672,Unfiltered Tap Water - Hayes Valley (30sec after start),DBP,0.6558072702017139
673,Unfiltered Tap Water - Hayes Valley (0sec after start),DBP,0.6558072702017139
674,Unfiltered Tap Water - Fort Mason (0sec after start),DBP,0.6558072702017139
675,Unfiltered Tap Water - Fort Mason (30sec after start),DBP,0.6558072702017139
676,Unfiltered Tap Water - Y Combinator (30sec after start),DBP,0.6558072702017139
677,Unfiltered Tap Water - Y Combinator (0sec after start),DBP,0.6558072702017139
678,LaCroix Sparkling Water Pure,DBP,0.7399033911347758
679,LaCroix Sparkling Water Pamplemousse,DBP,0.7399033911347758
680,Guayaki Organic Yerba Mate Bluephoria,DBP,0.7399033911347758
681,Whole Foods Organic Pasta Spaghetti,DBP,-1.0205087403973183
682,Clover Whole Milk in Whole Gallon Jug,DBP,0.011070343048240009
683,Clover Whole Milk in Half Gallon Carton,DBP,0.011070343048240009
684,Happy Baby Baby Food Organic Carrot in Glass,DBP,-0.7009434808516833
685,Almond Breeze Original Almond Milk Unsweetened in Carton,DBP,0.011070343048240009
686,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,DBP,-0.8579229065933988
687,Pier 39 Farmer's Market Strawberries,DBP,-0.5495704631721721
688,Chobani Greek Yogurt Nonfat Plain,DBP,-0.4935063825501309
689,Straus Organic Whole Milk European Style Plain Yogurt,DBP,-0.3813782213060485
690,Chobani Whole Milk Plain Greek Yogurt,DBP,-0.3718473276003015
691,Butter Chicken - SF Indian Restaurant,DBP,1.504617450819418
692,Butter Chicken - SF Indian Restaurant - Takeout Container (45min),DBP,2.1773864182839127
693,KIND Dark Chocolate Nuts & Sea Salt Bar,DBP,-1.0653600048949512
694,Whole Foods Boneless Skinless Chicken Breast,DBP,-0.7065498889138875
695,Whole Foods Boneless Skinless Chicken Breast,DBP,-0.7065498889138875
696,Whole Foods Boneless Skinless Chicken Breast,DBP,-0.4806116440070614
697,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,DBP,-0.005748881138372354
698,Tartine Medium Roast Black Coffee,DBP,-0.005748881138372354
